complaint_id,complaint_text,category,location,timestamp,priority,department,status,resolution_days
GR000282,Dark road at night due to non-functional lights Concern regarding street light on the main street of Central City.. Reference ID: 1681.,Street Light,Central City,2023-08-14 17:00:00,Low,Municipal Services,In Progress,
GR000283,No water supply for 5 days Immediate attention needed for water supply near Central City.. Reference ID: 5305.,Water Supply,Central City,2023-06-28 02:00:00,Medium,Utilities,Open,16.0
GR000284,Contaminated water from municipal supply Concern regarding water supply on the main street of Downtown.. Reference ID: 8015.,Water Supply,Downtown,2023-03-26 19:00:00,Low,Municipal Services,Open,52.0
GR000285,Severe pothole damage on highway affecting commute Concern regarding pothole on the main street of Downtown.. Reference ID: 5605.,Pothole,Downtown,2023-11-02 17:00:00,High,Municipal Services,In Progress,19.0
GR000286,No electricity for one week Concern regarding electricity on the main street of Downtown.. Reference ID: 2560.,Electricity,Downtown,2023-03-11 13:00:00,Low,Public Works,In Progress,9.0
GR000287,Waste accumulation causing health hazard The sanitation status in West Zone is critical.. Reference ID: 5055.,Sanitation,West Zone,2023-12-13 12:00:00,High,Utilities,Open,18.0
GR000288,Parking violation enforcement needed Please check the parking issue at Industrial Zone.. Reference ID: 2525.,Parking,Industrial Zone,2023-07-26 16:00:00,Medium,Police,Resolved,24.0
GR000289,Road subsidence near municipal area Concern regarding road damage on the main street of Residential Area.. Reference ID: 1040.,Road Damage,Residential Area,2023-02-17 23:00:00,Low,Utilities,Resolved,23.0
GR000290,Street lighting system failure in the area Large street light problem reported by citizens in Commercial Area.. Reference ID: 8039.,Street Light,Commercial Area,2023-04-19 15:00:00,Medium,Police,In Progress,22.0
GR000291,Stray dogs roaming streets dangerously Concern regarding community safety on the main street of Downtown.. Reference ID: 8951.,Community Safety,Downtown,2023-06-25 21:00:00,High,Public Works,Open,
GR000292,Entire road surface needs repair Large road damage problem reported by citizens in North District.. Reference ID: 8230.,Road Damage,North District,2023-08-22 00:00:00,Medium,Utilities,Open,59.0
GR000293,Waste accumulation causing health hazard The sanitation status in Central City is critical.. Reference ID: 2529.,Sanitation,Central City,2023-12-02 11:00:00,High,Police,Open,58.0
GR000294,Sanitation workers absent for a week The sanitation status in North District is critical.. Reference ID: 4836.,Sanitation,North District,2023-08-08 20:00:00,High,Public Works,Resolved,
GR000295,No water supply for 5 days Large water supply problem reported by citizens in Residential Area.. Reference ID: 4705.,Water Supply,Residential Area,2023-09-23 21:00:00,Medium,Utilities,Open,
GR000296,Industrial noise exceeding permissible levels Large noise pollution problem reported by citizens in South District.. Reference ID: 8826.,Noise Pollution,South District,2023-02-06 07:00:00,Medium,Utilities,Open,7.0
GR000297,Dark road at night due to non-functional lights The street light status in Suburb Area is critical.. Reference ID: 3246.,Street Light,Suburb Area,2023-07-15 04:00:00,High,Municipal Services,Open,1.0
GR000298,No coordination between signals The traffic light status in East Zone is critical.. Reference ID: 4490.,Traffic Light,East Zone,2023-11-18 23:00:00,High,Municipal Services,In Progress,29.0
GR000299,No water supply for 5 days Large water supply problem reported by citizens in South District.. Reference ID: 3017.,Water Supply,South District,2023-10-29 23:00:00,Medium,Utilities,In Progress,21.0
GR000300,Dirty streets need immediate cleaning Please check the sanitation issue at West Zone.. Reference ID: 5065.,Sanitation,West Zone,2023-10-11 19:00:00,Medium,Police,Resolved,
GR000301,Electricity bill overcharged without reason Immediate attention needed for electricity near West Zone.. Reference ID: 5842.,Electricity,West Zone,2023-11-27 01:00:00,Medium,Municipal Services,In Progress,16.0
GR000302,Entire road surface needs repair Concern regarding road damage on the main street of Downtown.. Reference ID: 1197.,Road Damage,Downtown,2023-07-04 10:00:00,Medium,Municipal Services,In Progress,37.0
GR000303,Vehicles blocking entire street Immediate attention needed for parking near Suburb Area.. Reference ID: 2195.,Parking,Suburb Area,2023-01-09 18:00:00,Medium,Public Works,Open,
GR000304,New potholes appeared after rain Concern regarding pothole on the main street of North District.. Reference ID: 5693.,Pothole,North District,2023-11-18 22:00:00,Low,Utilities,In Progress,6.0
GR000305,Stray dogs roaming streets dangerously The community safety status in Commercial Area is critical.. Reference ID: 2369.,Community Safety,Commercial Area,2023-06-08 02:00:00,High,Municipal Services,Open,26.0
GR000306,Traffic light stuck on red Immediate attention needed for traffic light near South District.. Reference ID: 4909.,Traffic Light,South District,2023-01-30 07:00:00,Medium,Public Works,In Progress,
GR000307,Traffic light not functioning properly The traffic light status in Downtown is critical.. Reference ID: 3877.,Traffic Light,Downtown,2023-03-03 00:00:00,High,Municipal Services,Resolved,
GR000308,Road subsidence near municipal area Large road damage problem reported by citizens in Suburb Area.. Reference ID: 7092.,Road Damage,Suburb Area,2023-03-06 23:00:00,Medium,Police,Resolved,50.0
GR000309,New potholes appeared after rain The pothole status in Suburb Area is critical.. Reference ID: 9582.,Pothole,Suburb Area,2023-02-02 08:00:00,High,Public Works,In Progress,24.0
GR000310,Multiple potholes near the market making driving dangerous The pothole status in Residential Area is critical.. Reference ID: 3577.,Pothole,Residential Area,2023-05-11 03:00:00,High,Public Works,Open,1.0
GR000311,Multiple potholes near the market making driving dangerous Please check the pothole issue at North District.. Reference ID: 8729.,Pothole,North District,2023-07-06 12:00:00,High,Municipal Services,Open,55.0
GR000312,New potholes appeared after rain Large pothole problem reported by citizens in Commercial Area.. Reference ID: 6272.,Pothole,Commercial Area,2023-05-08 13:00:00,Medium,Police,In Progress,37.0
GR000313,Construction noise disturbing residents Large noise pollution problem reported by citizens in South District.. Reference ID: 4656.,Noise Pollution,South District,2023-09-22 01:00:00,Medium,Utilities,Open,56.0
GR000314,No electricity for one week Please check the electricity issue at Central City.. Reference ID: 8483.,Electricity,Central City,2023-01-05 11:00:00,Medium,Municipal Services,In Progress,20.0
GR000315,No coordination between signals The traffic light status in West Zone is critical.. Reference ID: 9083.,Traffic Light,West Zone,2023-04-11 23:00:00,High,Municipal Services,Open,
GR000316,Vehicles blocking entire street Concern regarding parking on the main street of North District.. Reference ID: 6675.,Parking,North District,2023-11-22 22:00:00,Low,Public Works,In Progress,
GR000317,Insufficient parking spaces in market Large parking problem reported by citizens in Central City.. Reference ID: 9680.,Parking,Central City,2023-05-02 13:00:00,Medium,Utilities,Open,10.0
GR000318,Frequent power outages affecting business Large electricity problem reported by citizens in South District.. Reference ID: 9515.,Electricity,South District,2023-07-31 22:00:00,Medium,Police,In Progress,6.0
GR000319,Signal timing causes congestion Immediate attention needed for traffic light near South District.. Reference ID: 2226.,Traffic Light,South District,2023-10-31 18:00:00,Medium,Public Works,In Progress,9.0
GR000320,Contaminated water from municipal supply The water supply status in Central City is critical.. Reference ID: 7438.,Water Supply,Central City,2023-12-25 23:00:00,High,Police,In Progress,15.0
GR000321,Multiple broken street lights on the avenue Concern regarding street light on the main street of West Zone.. Reference ID: 2785.,Street Light,West Zone,2023-03-21 03:00:00,Low,Municipal Services,In Progress,27.0
GR000322,Dark road at night due to non-functional lights Large street light problem reported by citizens in Commercial Area.. Reference ID: 8404.,Street Light,Commercial Area,2023-06-07 14:00:00,Medium,Police,Open,
GR000323,Frequent power outages affecting business Large electricity problem reported by citizens in Downtown.. Reference ID: 6370.,Electricity,Downtown,2023-03-17 02:00:00,Medium,Municipal Services,In Progress,4.0
GR000324,Electricity bill overcharged without reason Please check the electricity issue at Central City.. Reference ID: 7625.,Electricity,Central City,2023-08-20 17:00:00,Medium,Municipal Services,Open,52.0
GR000325,Garbage not collected for days Please check the sanitation issue at South District.. Reference ID: 4641.,Sanitation,South District,2023-03-08 06:00:00,Medium,Utilities,In Progress,42.0
GR000326,Dark road at night due to non-functional lights Please check the street light issue at Downtown.. Reference ID: 1357.,Street Light,Downtown,2023-02-03 06:00:00,Medium,Utilities,Open,
GR000327,Construction noise disturbing residents Immediate attention needed for noise pollution near South District.. Reference ID: 1829.,Noise Pollution,South District,2023-03-28 18:00:00,Medium,Utilities,Resolved,2.0
GR000328,Vehicles blocking entire street The parking status in Industrial Zone is critical.. Reference ID: 4517.,Parking,Industrial Zone,2023-04-06 08:00:00,High,Police,In Progress,3.0
GR000329,Signal timing causes congestion The traffic light status in Downtown is critical.. Reference ID: 9173.,Traffic Light,Downtown,2023-07-30 17:00:00,High,Utilities,Open,
GR000330,Parking violation enforcement needed Large parking problem reported by citizens in East Zone.. Reference ID: 9614.,Parking,East Zone,2023-05-08 20:00:00,Medium,Public Works,In Progress,23.0
GR000331,Uneven road surface causing accidents The road damage status in Commercial Area is critical.. Reference ID: 9231.,Road Damage,Commercial Area,2023-06-14 12:00:00,High,Police,Open,
GR000332,Traffic light not functioning properly The traffic light status in West Zone is critical.. Reference ID: 1959.,Traffic Light,West Zone,2023-08-30 16:00:00,High,Police,Resolved,11.0
GR000333,Multiple broken street lights on the avenue The street light status in West Zone is critical.. Reference ID: 9743.,Street Light,West Zone,2023-01-29 07:00:00,High,Utilities,In Progress,55.0
GR000334,Waste accumulation causing health hazard Concern regarding sanitation on the main street of East Zone.. Reference ID: 6210.,Sanitation,East Zone,2023-12-24 11:00:00,High,Public Works,Resolved,37.0
GR000335,Signal timing causes congestion Immediate attention needed for traffic light near East Zone.. Reference ID: 9882.,Traffic Light,East Zone,2023-06-08 05:00:00,Medium,Utilities,Open,
GR000336,Low water pressure affecting households Please check the water supply issue at Downtown.. Reference ID: 9625.,Water Supply,Downtown,2023-09-02 00:00:00,Medium,Police,Resolved,
GR000337,Waste accumulation causing health hazard The sanitation status in Suburb Area is critical.. Reference ID: 1975.,Sanitation,Suburb Area,2023-01-12 04:00:00,High,Municipal Services,Open,56.0
GR000338,Traffic noise intolerable at night Immediate attention needed for noise pollution near South District.. Reference ID: 2655.,Noise Pollution,South District,2023-06-22 09:00:00,Medium,Police,Open,47.0
GR000339,No designated parking area created Large parking problem reported by citizens in Residential Area.. Reference ID: 6846.,Parking,Residential Area,2023-04-25 21:00:00,Medium,Municipal Services,In Progress,45.0
GR000340,Electricity bill overcharged without reason Please check the electricity issue at East Zone.. Reference ID: 7415.,Electricity,East Zone,2023-10-18 01:00:00,Medium,Municipal Services,Resolved,52.0
GR000341,Traffic light not functioning properly Immediate attention needed for traffic light near West Zone.. Reference ID: 3304.,Traffic Light,West Zone,2023-06-19 23:00:00,Medium,Public Works,Open,21.0
GR000342,Dirty streets need immediate cleaning Immediate attention needed for sanitation near South District.. Reference ID: 1186.,Sanitation,South District,2023-05-16 06:00:00,Medium,Municipal Services,Resolved,
GR000343,Frequent power outages affecting business Please check the electricity issue at South District.. Reference ID: 7323.,Electricity,South District,2023-08-13 23:00:00,Medium,Utilities,Open,32.0
GR000344,Parking violation enforcement needed Please check the parking issue at Suburb Area.. Reference ID: 8855.,Parking,Suburb Area,2023-10-23 20:00:00,Medium,Municipal Services,Open,52.0
GR000345,Deep pothole on Main Road causing accidents The pothole status in Central City is critical.. Reference ID: 5278.,Pothole,Central City,2023-02-23 02:00:00,High,Police,Open,11.0
GR000346,Street light not working for 3 weeks The street light status in Commercial Area is critical.. Reference ID: 8909.,Street Light,Commercial Area,2023-12-27 00:00:00,High,Utilities,Resolved,
GR000347,Insufficient parking spaces in market Please check the parking issue at East Zone.. Reference ID: 6424.,Parking,East Zone,2023-04-16 06:00:00,Medium,Utilities,Resolved,60.0
GR000348,Inadequate police patrolling The community safety status in Central City is critical.. Reference ID: 4891.,Community Safety,Central City,2023-02-19 01:00:00,High,Utilities,Resolved,32.0
GR000349,Dirty streets need immediate cleaning Please check the sanitation issue at North District.. Reference ID: 8005.,Sanitation,North District,2023-02-14 09:00:00,Medium,Utilities,Open,
GR000350,Contaminated water from municipal supply Please check the water supply issue at East Zone.. Reference ID: 8758.,Water Supply,East Zone,2023-03-01 09:00:00,Medium,Utilities,In Progress,43.0
GR000351,Faulty electrical connection creating hazard Large electricity problem reported by citizens in South District.. Reference ID: 7078.,Electricity,South District,2023-07-15 11:00:00,High,Municipal Services,In Progress,
GR000352,Road subsidence near municipal area Large road damage problem reported by citizens in Residential Area.. Reference ID: 5400.,Road Damage,Residential Area,2023-10-16 01:00:00,Medium,Municipal Services,Resolved,6.0
GR000353,Industrial noise exceeding permissible levels Concern regarding noise pollution on the main street of Commercial Area.. Reference ID: 4727.,Noise Pollution,Commercial Area,2023-10-11 01:00:00,Low,Utilities,Resolved,35.0
GR000354,Cracked asphalt creating hazard Immediate attention needed for road damage near Downtown.. Reference ID: 5896.,Road Damage,Downtown,2023-02-10 12:00:00,High,Public Works,Resolved,34.0
GR000355,Signal timing causes congestion Please check the traffic light issue at Downtown.. Reference ID: 8357.,Traffic Light,Downtown,2023-03-30 05:00:00,Medium,Municipal Services,Open,
GR000356,Parking violation enforcement needed Large parking problem reported by citizens in South District.. Reference ID: 3422.,Parking,South District,2023-11-01 08:00:00,Medium,Police,Resolved,5.0
GR000357,Street lighting system failure in the area Concern regarding street light on the main street of Industrial Zone.. Reference ID: 6343.,Street Light,Industrial Zone,2023-05-22 16:00:00,Low,Utilities,Open,40.0
GR000358,No coordination between signals Please check the traffic light issue at Commercial Area.. Reference ID: 7790.,Traffic Light,Commercial Area,2023-03-18 04:00:00,Medium,Public Works,Open,7.0
GR000359,No electricity for one week Immediate attention needed for electricity near Commercial Area.. Reference ID: 5327.,Electricity,Commercial Area,2023-07-16 20:00:00,Medium,Utilities,Resolved,3.0
GR000360,Sanitation workers absent for a week Large sanitation problem reported by citizens in Central City.. Reference ID: 7581.,Sanitation,Central City,2023-01-20 12:00:00,Medium,Police,Resolved,
GR000361,Road subsidence near municipal area Please check the road damage issue at Central City.. Reference ID: 6535.,Road Damage,Central City,2023-06-05 09:00:00,Medium,Police,In Progress,44.0
GR000362,Multiple broken street lights on the avenue The street light status in West Zone is critical.. Reference ID: 8259.,Street Light,West Zone,2023-06-14 08:00:00,High,Utilities,Resolved,13.0
GR000363,Uneven road surface causing accidents Immediate attention needed for road damage near West Zone.. Reference ID: 9462.,Road Damage,West Zone,2023-07-11 01:00:00,High,Municipal Services,Open,33.0
GR000364,Insufficient parking spaces in market Large parking problem reported by citizens in East Zone.. Reference ID: 4158.,Parking,East Zone,2023-04-13 01:00:00,Medium,Municipal Services,Open,59.0
GR000365,Traffic noise intolerable at night The noise pollution status in West Zone is critical.. Reference ID: 8605.,Noise Pollution,West Zone,2023-09-16 12:00:00,High,Public Works,Resolved,
GR000366,Industrial noise exceeding permissible levels Large noise pollution problem reported by citizens in Residential Area.. Reference ID: 8775.,Noise Pollution,Residential Area,2023-10-28 17:00:00,Medium,Police,In Progress,
GR000367,No electricity for one week Please check the electricity issue at South District.. Reference ID: 7333.,Electricity,South District,2023-01-26 05:00:00,Medium,Municipal Services,Open,44.0
GR000368,Water pipeline burst causing shortage Concern regarding water supply on the main street of Central City.. Reference ID: 1328.,Water Supply,Central City,2023-12-16 00:00:00,Low,Utilities,Open,39.0
GR000369,Severe pothole damage on highway affecting commute Concern regarding pothole on the main street of West Zone.. Reference ID: 6004.,Pothole,West Zone,2023-12-31 22:00:00,High,Police,In Progress,55.0
GR000370,Traffic noise intolerable at night Large noise pollution problem reported by citizens in Residential Area.. Reference ID: 8646.,Noise Pollution,Residential Area,2023-06-04 21:00:00,Medium,Utilities,Resolved,
GR000371,Inadequate police patrolling The community safety status in Suburb Area is critical.. Reference ID: 2771.,Community Safety,Suburb Area,2023-09-04 02:00:00,High,Police,In Progress,56.0
GR000372,No electricity for one week Large electricity problem reported by citizens in Central City.. Reference ID: 3456.,Electricity,Central City,2023-09-22 07:00:00,Medium,Public Works,Resolved,21.0
GR000373,Sanitation workers absent for a week The sanitation status in North District is critical.. Reference ID: 5250.,Sanitation,North District,2023-08-03 12:00:00,High,Utilities,Resolved,
GR000374,Traffic light stuck on red Large traffic light problem reported by citizens in West Zone.. Reference ID: 9759.,Traffic Light,West Zone,2023-11-23 15:00:00,Medium,Police,Resolved,11.0
GR000375,Inadequate police patrolling Please check the community safety issue at East Zone.. Reference ID: 8713.,Community Safety,East Zone,2023-03-07 23:00:00,High,Police,Resolved,49.0
GR000376,Garbage not collected for days Large sanitation problem reported by citizens in Suburb Area.. Reference ID: 6820.,Sanitation,Suburb Area,2023-04-25 23:00:00,Medium,Police,In Progress,22.0
GR000377,Traffic noise intolerable at night Immediate attention needed for noise pollution near Central City.. Reference ID: 2929.,Noise Pollution,Central City,2023-08-29 01:00:00,Medium,Public Works,In Progress,33.0
GR000378,Dark road at night due to non-functional lights Immediate attention needed for street light near Industrial Zone.. Reference ID: 1885.,Street Light,Industrial Zone,2023-03-19 04:00:00,Medium,Municipal Services,In Progress,37.0
GR000379,Road subsidence near municipal area Large road damage problem reported by citizens in East Zone.. Reference ID: 2324.,Road Damage,East Zone,2023-09-07 10:00:00,Medium,Municipal Services,In Progress,1.0
GR000380,Cracked asphalt creating hazard Large road damage problem reported by citizens in Central City.. Reference ID: 3595.,Road Damage,Central City,2023-09-08 02:00:00,High,Municipal Services,Resolved,28.0
GR000381,Parking violation enforcement needed Immediate attention needed for parking near Industrial Zone.. Reference ID: 1076.,Parking,Industrial Zone,2023-01-20 17:00:00,Medium,Municipal Services,Resolved,1.0
GR000382,Loud music from nearby establishment Please check the noise pollution issue at Commercial Area.. Reference ID: 1067.,Noise Pollution,Commercial Area,2023-11-17 23:00:00,Medium,Municipal Services,Open,23.0
GR000383,Frequent power outages affecting business Immediate attention needed for electricity near East Zone.. Reference ID: 9246.,Electricity,East Zone,2023-10-29 09:00:00,Medium,Municipal Services,Open,20.0
GR000384,No electricity for one week Immediate attention needed for electricity near Residential Area.. Reference ID: 3192.,Electricity,Residential Area,2023-06-25 15:00:00,Medium,Police,Open,
GR000385,Vehicles blocking entire street Large parking problem reported by citizens in North District.. Reference ID: 3149.,Parking,North District,2023-04-19 23:00:00,Medium,Public Works,Resolved,8.0
GR000386,Industrial noise exceeding permissible levels The noise pollution status in North District is critical.. Reference ID: 9761.,Noise Pollution,North District,2023-11-16 01:00:00,High,Public Works,Resolved,
GR000387,Deep pothole on Main Road causing accidents Immediate attention needed for pothole near North District.. Reference ID: 8279.,Pothole,North District,2023-07-14 03:00:00,High,Police,In Progress,14.0
GR000388,New potholes appeared after rain Please check the pothole issue at Central City.. Reference ID: 9524.,Pothole,Central City,2023-05-19 19:00:00,Medium,Municipal Services,In Progress,7.0
GR000389,Frequent theft in the area The community safety status in Downtown is critical.. Reference ID: 2867.,Community Safety,Downtown,2023-02-24 15:00:00,High,Municipal Services,Resolved,
GR000390,Electricity bill overcharged without reason The electricity status in Commercial Area is critical.. Reference ID: 7713.,Electricity,Commercial Area,2023-06-01 05:00:00,High,Public Works,Resolved,14.0
GR000391,Cracked asphalt creating hazard Please check the road damage issue at Suburb Area.. Reference ID: 1208.,Road Damage,Suburb Area,2023-12-10 02:00:00,High,Public Works,Resolved,10.0
GR000392,Street light not working for 3 weeks Please check the street light issue at Commercial Area.. Reference ID: 5192.,Street Light,Commercial Area,2023-11-26 07:00:00,Medium,Utilities,In Progress,
GR000393,Multiple potholes near the market making driving dangerous Please check the pothole issue at South District.. Reference ID: 5760.,Pothole,South District,2023-07-04 21:00:00,High,Police,In Progress,7.0
GR000394,Multiple potholes near the market making driving dangerous Large pothole problem reported by citizens in North District.. Reference ID: 6384.,Pothole,North District,2023-07-03 14:00:00,High,Police,Resolved,
GR000395,Construction noise disturbing residents Immediate attention needed for noise pollution near East Zone.. Reference ID: 7557.,Noise Pollution,East Zone,2023-08-22 08:00:00,Medium,Utilities,Resolved,52.0
GR000396,Insufficient parking spaces in market Large parking problem reported by citizens in East Zone.. Reference ID: 1960.,Parking,East Zone,2023-03-23 03:00:00,Medium,Utilities,Resolved,37.0
GR000397,Uneven road surface causing accidents The road damage status in East Zone is critical.. Reference ID: 1472.,Road Damage,East Zone,2023-12-17 23:00:00,High,Municipal Services,In Progress,8.0
GR000398,Insufficient parking spaces in market Please check the parking issue at Residential Area.. Reference ID: 5286.,Parking,Residential Area,2023-12-02 10:00:00,Medium,Public Works,Resolved,34.0
GR000399,Signal timing causes congestion The traffic light status in Downtown is critical.. Reference ID: 9504.,Traffic Light,Downtown,2023-09-25 22:00:00,High,Public Works,In Progress,16.0
GR000400,Uneven road surface causing accidents Large road damage problem reported by citizens in Suburb Area.. Reference ID: 1894.,Road Damage,Suburb Area,2023-01-06 20:00:00,High,Municipal Services,Resolved,55.0
GR000401,Entire road surface needs repair Immediate attention needed for road damage near East Zone.. Reference ID: 6253.,Road Damage,East Zone,2023-05-04 10:00:00,Medium,Police,Open,36.0
GR000402,Vehicles blocking entire street Please check the parking issue at Industrial Zone.. Reference ID: 8521.,Parking,Industrial Zone,2023-08-16 18:00:00,Medium,Utilities,Open,29.0
GR000403,Industrial noise exceeding permissible levels Please check the noise pollution issue at South District.. Reference ID: 2681.,Noise Pollution,South District,2023-07-26 13:00:00,Medium,Public Works,Resolved,53.0
GR000404,Dark road at night due to non-functional lights Concern regarding street light on the main street of Downtown.. Reference ID: 4389.,Street Light,Downtown,2023-12-02 21:00:00,Low,Utilities,In Progress,4.0
GR000405,Contaminated water from municipal supply Concern regarding water supply on the main street of Residential Area.. Reference ID: 8751.,Water Supply,Residential Area,2023-12-03 11:00:00,Low,Utilities,Open,
GR000406,Contaminated water from municipal supply The water supply status in North District is critical.. Reference ID: 5783.,Water Supply,North District,2023-10-08 16:00:00,High,Police,Resolved,
GR000407,Waste accumulation causing health hazard Immediate attention needed for sanitation near Residential Area.. Reference ID: 2752.,Sanitation,Residential Area,2023-05-11 19:00:00,High,Municipal Services,Open,
GR000408,Parking violation enforcement needed Large parking problem reported by citizens in West Zone.. Reference ID: 6536.,Parking,West Zone,2023-02-25 13:00:00,Medium,Public Works,Resolved,38.0
GR000409,Street lighting system failure in the area Concern regarding street light on the main street of Residential Area.. Reference ID: 9260.,Street Light,Residential Area,2023-03-10 15:00:00,Low,Public Works,Resolved,36.0
GR000410,Parking violation enforcement needed Concern regarding parking on the main street of Downtown.. Reference ID: 3903.,Parking,Downtown,2023-12-21 18:00:00,Medium,Municipal Services,Resolved,7.0
GR000411,No designated parking area created Concern regarding parking on the main street of Downtown.. Reference ID: 7302.,Parking,Downtown,2023-08-03 19:00:00,Low,Municipal Services,In Progress,22.0
GR000412,Electricity bill overcharged without reason Large electricity problem reported by citizens in Residential Area.. Reference ID: 7762.,Electricity,Residential Area,2023-11-05 22:00:00,Medium,Police,Resolved,21.0
GR000413,Stray dogs roaming streets dangerously Large community safety problem reported by citizens in West Zone.. Reference ID: 5760.,Community Safety,West Zone,2023-12-18 11:00:00,High,Municipal Services,Resolved,12.0
GR000414,Inadequate police patrolling Please check the community safety issue at Commercial Area.. Reference ID: 6771.,Community Safety,Commercial Area,2023-10-15 15:00:00,High,Utilities,Resolved,54.0
GR000415,Street crime increasing daily Please check the community safety issue at Central City.. Reference ID: 9564.,Community Safety,Central City,2023-02-24 00:00:00,High,Utilities,Open,
GR000416,Severe pothole damage on highway affecting commute Large pothole problem reported by citizens in West Zone.. Reference ID: 5695.,Pothole,West Zone,2023-12-16 08:00:00,High,Municipal Services,Open,19.0
GR000417,No water supply for 5 days The water supply status in Commercial Area is critical.. Reference ID: 8415.,Water Supply,Commercial Area,2023-02-22 19:00:00,High,Municipal Services,Resolved,25.0
GR000418,Contaminated water from municipal supply Please check the water supply issue at Commercial Area.. Reference ID: 7251.,Water Supply,Commercial Area,2023-07-18 13:00:00,Medium,Police,Resolved,
GR000419,Faulty electrical connection creating hazard Large electricity problem reported by citizens in West Zone.. Reference ID: 7025.,Electricity,West Zone,2023-10-29 17:00:00,High,Municipal Services,Resolved,19.0
GR000420,Entire road surface needs repair Large road damage problem reported by citizens in East Zone.. Reference ID: 3847.,Road Damage,East Zone,2023-09-21 03:00:00,Medium,Utilities,Open,36.0
GR000421,Electricity bill overcharged without reason Concern regarding electricity on the main street of East Zone.. Reference ID: 5178.,Electricity,East Zone,2023-01-03 10:00:00,Low,Utilities,Resolved,3.0
GR000422,Garbage not collected for days Concern regarding sanitation on the main street of Suburb Area.. Reference ID: 5934.,Sanitation,Suburb Area,2023-09-09 18:00:00,Low,Police,Open,21.0
GR000423,Stray dogs roaming streets dangerously Concern regarding community safety on the main street of West Zone.. Reference ID: 2117.,Community Safety,West Zone,2023-09-16 05:00:00,High,Utilities,Resolved,6.0
GR000424,Loud music from nearby establishment The noise pollution status in West Zone is critical.. Reference ID: 6424.,Noise Pollution,West Zone,2023-07-04 09:00:00,High,Municipal Services,Resolved,36.0
GR000425,Severe pothole damage on highway affecting commute Immediate attention needed for pothole near South District.. Reference ID: 4937.,Pothole,South District,2023-11-25 19:00:00,High,Municipal Services,Open,21.0
GR000426,Parking violation enforcement needed The parking status in South District is critical.. Reference ID: 9851.,Parking,South District,2023-05-25 00:00:00,High,Police,Resolved,29.0
GR000427,Road subsidence near municipal area Large road damage problem reported by citizens in North District.. Reference ID: 6248.,Road Damage,North District,2023-09-21 02:00:00,Medium,Public Works,Open,50.0
GR000428,Frequent theft in the area Please check the community safety issue at Commercial Area.. Reference ID: 4453.,Community Safety,Commercial Area,2023-12-10 20:00:00,High,Municipal Services,Resolved,7.0
GR000429,Water pipeline burst causing shortage Please check the water supply issue at Commercial Area.. Reference ID: 3519.,Water Supply,Commercial Area,2023-01-13 14:00:00,Medium,Police,Open,
GR000430,Severe pothole damage on highway affecting commute Concern regarding pothole on the main street of East Zone.. Reference ID: 2154.,Pothole,East Zone,2023-10-22 07:00:00,High,Police,In Progress,41.0
GR000431,No designated parking area created Please check the parking issue at Industrial Zone.. Reference ID: 7381.,Parking,Industrial Zone,2023-12-11 03:00:00,Medium,Public Works,Resolved,5.0
GR000432,Traffic light not functioning properly The traffic light status in North District is critical.. Reference ID: 9238.,Traffic Light,North District,2023-02-24 09:00:00,High,Police,Resolved,
GR000433,Uneven road surface causing accidents Please check the road damage issue at Industrial Zone.. Reference ID: 8765.,Road Damage,Industrial Zone,2023-03-22 17:00:00,High,Municipal Services,Open,51.0
GR000434,Stray dogs roaming streets dangerously The community safety status in Central City is critical.. Reference ID: 7113.,Community Safety,Central City,2023-01-06 17:00:00,High,Municipal Services,Open,
GR000435,No coordination between signals Concern regarding traffic light on the main street of Downtown.. Reference ID: 9970.,Traffic Light,Downtown,2023-02-13 09:00:00,Low,Municipal Services,Resolved,47.0
GR000436,Industrial noise exceeding permissible levels Concern regarding noise pollution on the main street of West Zone.. Reference ID: 3333.,Noise Pollution,West Zone,2023-03-24 05:00:00,Low,Municipal Services,Resolved,13.0
GR000437,Street light not working for 3 weeks Concern regarding street light on the main street of East Zone.. Reference ID: 8557.,Street Light,East Zone,2023-11-27 17:00:00,Low,Public Works,In Progress,17.0
GR000438,Street lighting system failure in the area The street light status in West Zone is critical.. Reference ID: 6851.,Street Light,West Zone,2023-03-07 21:00:00,High,Municipal Services,Open,
GR000439,Dark road at night due to non-functional lights Immediate attention needed for street light near West Zone.. Reference ID: 8383.,Street Light,West Zone,2023-06-18 19:00:00,Medium,Police,Resolved,37.0
GR000440,Traffic light stuck on red Immediate attention needed for traffic light near Suburb Area.. Reference ID: 3762.,Traffic Light,Suburb Area,2023-01-03 10:00:00,Medium,Municipal Services,Open,42.0
GR000441,No designated parking area created Large parking problem reported by citizens in Central City.. Reference ID: 6432.,Parking,Central City,2023-09-03 14:00:00,Medium,Utilities,In Progress,32.0
GR000442,Stray dogs roaming streets dangerously Concern regarding community safety on the main street of South District.. Reference ID: 2343.,Community Safety,South District,2023-05-24 04:00:00,High,Municipal Services,In Progress,41.0
GR000443,Street light not working for 3 weeks Concern regarding street light on the main street of South District.. Reference ID: 1511.,Street Light,South District,2023-10-25 18:00:00,Low,Utilities,Resolved,
GR000444,Severe pothole damage on highway affecting commute Concern regarding pothole on the main street of Commercial Area.. Reference ID: 9842.,Pothole,Commercial Area,2023-08-30 20:00:00,High,Municipal Services,In Progress,58.0
