complaint_id,complaint_text,category,location,timestamp,priority,department,status,resolution_days
GR000230,Low water pressure affecting households,Water Supply,Central City,2023-02-10 14:00:00,Low,Public Works,Resolved,13.0
GR000231,New potholes appeared after rain,Pothole,Central City,2023-11-05 01:00:00,Low,Municipal Services,Resolved,36.0
GR000232,Low water pressure affecting households - Incident 231. Details: 439,Water Supply,Residential Area,2023-06-20 09:00:00,Low,Public Works,Open,48.0
GR000233,Multiple broken street lights on the avenue,Street Light,Residential Area,2023-12-27 06:00:00,Medium,Municipal Services,Resolved,19.0
GR000234,No designated parking area created,Parking,Residential Area,2023-07-04 16:00:00,Low,Utilities,Open,47.0
GR000235,Cracked asphalt creating hazard,Road Damage,Suburb Area,2023-07-31 01:00:00,High,Municipal Services,Resolved,
GR000236,Faulty electrical connection creating hazard,Electricity,Commercial Area,2023-04-11 10:00:00,High,Municipal Services,In Progress,16.0
GR000237,Road subsidence near municipal area,Road Damage,Commercial Area,2023-09-08 23:00:00,Low,Utilities,In Progress,
GR000238,Loud music from nearby establishment - Incident 237. Details: 191,Noise Pollution,East Zone,2023-09-08 05:00:00,Low,Public Works,Resolved,
GR000239,Street light not working for 3 weeks,Street Light,North District,2023-11-19 07:00:00,High,Municipal Services,Open,
GR000240,Entire road surface needs repair,Road Damage,Suburb Area,2023-12-08 19:00:00,Medium,Utilities,Resolved,1.0
GR000241,Street crime increasing daily,Community Safety,Commercial Area,2023-09-29 23:00:00,Medium,Police,Open,45.0
GR000242,Insufficient parking spaces in market - Incident 241. Details: 466,Parking,East Zone,2023-09-26 04:00:00,Medium,Police,In Progress,
GR000243,No designated parking area created - Incident 242. Details: 554,Parking,South District,2023-08-24 18:00:00,Medium,Municipal Services,In Progress,55.0
GR000244,Street light not working for 3 weeks,Street Light,North District,2023-07-13 17:00:00,Medium,Public Works,Resolved,
GR000245,Road subsidence near municipal area,Road Damage,Industrial Zone,2023-02-18 16:00:00,Low,Municipal Services,Open,45.0
GR000246,Traffic light stuck on red,Traffic Light,Residential Area,2023-02-08 21:00:00,Low,Public Works,Open,21.0
GR000247,Multiple potholes near the market making driving dangerous - Incident 246. Details: 527,Pothole,West Zone,2023-12-31 12:00:00,High,Public Works,In Progress,
GR000248,Water pipeline burst causing shortage,Water Supply,Downtown,2023-10-04 10:00:00,Medium,Municipal Services,Resolved,33.0
GR000249,Construction noise disturbing residents,Noise Pollution,North District,2023-02-08 10:00:00,Low,Utilities,In Progress,
GR000250,Faulty electrical connection creating hazard,Electricity,Residential Area,2023-10-11 12:00:00,High,Utilities,Open,43.0
GR000251,No designated parking area created - Incident 250. Details: 608,Parking,South District,2024-01-01 02:00:00,High,Municipal Services,In Progress,41.0
GR000252,Dirty streets need immediate cleaning,Sanitation,Industrial Zone,2023-02-16 00:00:00,Low,Utilities,In Progress,7.0
GR000253,Waste accumulation causing health hazard,Sanitation,South District,2023-10-13 17:00:00,High,Utilities,Open,
GR000254,Construction noise disturbing residents,Noise Pollution,Commercial Area,2023-06-16 12:00:00,High,Utilities,In Progress,47.0
GR000255,Stray dogs roaming streets dangerously,Community Safety,West Zone,2023-03-28 04:00:00,High,Police,In Progress,
GR000256,Waste accumulation causing health hazard,Sanitation,South District,2023-08-04 09:00:00,High,Utilities,Open,16.0
GR000257,Cracked asphalt creating hazard,Road Damage,Downtown,2023-03-11 09:00:00,High,Public Works,In Progress,40.0
GR000258,Parking violation enforcement needed,Parking,Suburb Area,2023-11-30 19:00:00,Medium,Municipal Services,In Progress,45.0
GR000259,Contaminated water from municipal supply,Water Supply,Residential Area,2023-07-23 10:00:00,Medium,Utilities,Resolved,21.0
GR000260,Parking violation enforcement needed,Parking,Central City,2023-10-16 06:00:00,Medium,Municipal Services,Resolved,2.0
GR000261,Uneven road surface causing accidents - Incident 260. Details: 875,Road Damage,West Zone,2023-12-21 02:00:00,High,Utilities,Resolved,41.0
GR000262,No electricity for one week,Electricity,West Zone,2023-08-05 12:00:00,High,Utilities,Resolved,33.0
GR000263,Insufficient parking spaces in market - Incident 262. Details: 134,Parking,Commercial Area,2023-07-04 22:00:00,Low,Public Works,Open,43.0
GR000264,Construction noise disturbing residents,Noise Pollution,East Zone,2023-11-27 21:00:00,Low,Police,In Progress,
GR000265,Multiple broken street lights on the avenue,Street Light,Central City,2023-09-23 17:00:00,Medium,Municipal Services,In Progress,30.0
GR000266,Signal timing causes congestion,Traffic Light,Commercial Area,2023-01-13 15:00:00,High,Utilities,Open,
GR000267,Dirty streets need immediate cleaning,Sanitation,Suburb Area,2023-04-16 16:00:00,Medium,Utilities,Open,45.0
GR000268,Entire road surface needs repair,Road Damage,Suburb Area,2023-12-30 03:00:00,Medium,Public Works,In Progress,44.0
GR000269,Waste accumulation causing health hazard,Sanitation,West Zone,2023-06-19 17:00:00,High,Utilities,In Progress,
GR000270,Vehicles blocking entire street,Parking,East Zone,2023-08-10 12:00:00,High,Municipal Services,In Progress,25.0
GR000271,Multiple potholes near the market making driving dangerous,Pothole,West Zone,2023-12-27 02:00:00,High,Public Works,Resolved,
GR000272,Industrial noise exceeding permissible levels,Noise Pollution,West Zone,2023-12-10 15:00:00,Medium,Police,Resolved,26.0
GR000273,Traffic light stuck on red,Traffic Light,South District,2023-08-23 19:00:00,High,Police,Resolved,44.0
GR000274,Garbage not collected for days,Sanitation,Suburb Area,2023-03-01 05:00:00,Medium,Municipal Services,Resolved,39.0
GR000275,Sanitation workers absent for a week,Sanitation,Downtown,2023-09-07 20:00:00,Medium,Municipal Services,Resolved,
GR000276,Electricity bill overcharged without reason,Electricity,East Zone,2023-08-19 19:00:00,High,Police,Open,13.0
GR000277,Parking violation enforcement needed,Parking,Commercial Area,2023-09-09 13:00:00,Medium,Utilities,In Progress,
GR000278,Signal timing causes congestion,Traffic Light,North District,2023-05-21 07:00:00,Medium,Municipal Services,In Progress,50.0
GR000279,Entire road surface needs repair,Road Damage,Commercial Area,2023-05-18 17:00:00,Medium,Police,Resolved,3.0
GR000280,Cracked asphalt creating hazard - Incident 279. Details: 305,Road Damage,Commercial Area,2023-02-22 23:00:00,High,Municipal Services,In Progress,3.0
GR000281,Road subsidence near municipal area - Incident 280. Details: 180,Road Damage,Central City,2023-02-14 14:00:00,Low,Public Works,Open,
GR000282,No coordination between signals,Traffic Light,Suburb Area,2023-03-13 06:00:00,Low,Public Works,Resolved,18.0
GR000283,Signal timing causes congestion,Traffic Light,Commercial Area,2023-12-27 09:00:00,Medium,Police,Resolved,44.0
GR000284,Street lighting system failure in the area - Incident 283. Details: 661,Street Light,East Zone,2023-05-22 20:00:00,High,Municipal Services,Open,
GR000285,Industrial noise exceeding permissible levels,Noise Pollution,West Zone,2023-10-23 20:00:00,Medium,Utilities,In Progress,41.0
GR000286,Dark road at night due to non-functional lights,Street Light,Industrial Zone,2023-07-08 14:00:00,Low,Police,Resolved,
GR000287,Dark road at night due to non-functional lights - Incident 286. Details: 971,Street Light,Residential Area,2023-10-01 12:00:00,Medium,Utilities,Open,21.0
GR000288,Electricity bill overcharged without reason,Electricity,Suburb Area,2023-09-06 10:00:00,Low,Public Works,Open,
GR000289,Entire road surface needs repair - Incident 288. Details: 487,Road Damage,North District,2023-03-22 14:00:00,Medium,Utilities,Open,28.0
GR000290,Contaminated water from municipal supply,Water Supply,East Zone,2023-05-21 02:00:00,Low,Police,Open,58.0
GR000291,Sanitation workers absent for a week,Sanitation,North District,2023-12-25 07:00:00,Medium,Public Works,Resolved,
GR000292,No water supply for 5 days,Water Supply,Residential Area,2023-04-26 16:00:00,Low,Public Works,Open,53.0
GR000293,Multiple broken street lights on the avenue,Street Light,Industrial Zone,2023-04-28 12:00:00,High,Public Works,Open,57.0
GR000294,Faulty electrical connection creating hazard - Incident 293. Details: 101,Electricity,East Zone,2023-03-10 20:00:00,High,Municipal Services,Open,1.0
GR000295,No coordination between signals,Traffic Light,East Zone,2023-04-20 20:00:00,Low,Utilities,Resolved,56.0
GR000296,No water supply for 5 days,Water Supply,South District,2023-03-05 18:00:00,Low,Police,In Progress,9.0
GR000297,No water supply for 5 days,Water Supply,Central City,2023-11-04 19:00:00,Low,Police,Resolved,
GR000298,Electricity bill overcharged without reason - Incident 297. Details: 489,Electricity,West Zone,2023-06-01 20:00:00,High,Municipal Services,In Progress,16.0
GR000299,Entire road surface needs repair,Road Damage,Downtown,2023-01-07 11:00:00,Medium,Police,Open,54.0
GR000300,Traffic light stuck on red,Traffic Light,Industrial Zone,2023-03-30 15:00:00,Low,Public Works,Open,1.0
GR000301,Frequent power outages affecting business - Incident 300. Details: 665,Electricity,West Zone,2023-07-23 16:00:00,Medium,Utilities,In Progress,6.0
GR000302,Stray dogs roaming streets dangerously,Community Safety,Commercial Area,2023-06-08 02:00:00,High,Municipal Services,Open,26.0
GR000303,Traffic light stuck on red,Traffic Light,South District,2023-05-03 01:00:00,Medium,Utilities,Open,39.0
GR000304,Multiple potholes near the market making driving dangerous,Pothole,Central City,2023-12-29 04:00:00,High,Public Works,Open,23.0
GR000305,Inadequate police patrolling,Community Safety,Commercial Area,2023-03-06 23:00:00,Low,Police,Resolved,50.0
GR000306,New potholes appeared after rain,Pothole,Suburb Area,2023-02-02 08:00:00,Low,Public Works,In Progress,24.0
GR000307,Multiple potholes near the market making driving dangerous,Pothole,Residential Area,2023-05-11 03:00:00,High,Public Works,Open,1.0
GR000308,Multiple potholes near the market making driving dangerous,Pothole,North District,2023-07-06 12:00:00,High,Municipal Services,Open,55.0
GR000309,New potholes appeared after rain,Pothole,Commercial Area,2023-05-08 13:00:00,Low,Police,In Progress,37.0
GR000310,Construction noise disturbing residents,Noise Pollution,South District,2023-09-22 01:00:00,Low,Public Works,In Progress,50.0
GR000311,Frequent power outages affecting business,Electricity,Suburb Area,2023-01-05 11:00:00,Medium,Police,Resolved,30.0
GR000312,Industrial noise exceeding permissible levels - Incident 311. Details: 205,Noise Pollution,Downtown,2023-04-11 23:00:00,Low,Municipal Services,Open,
GR000313,Vehicles blocking entire street,Parking,North District,2023-11-22 22:00:00,Low,Police,Open,25.0
GR000314,Electricity bill overcharged without reason,Electricity,South District,2023-05-02 13:00:00,Medium,Public Works,Open,6.0
GR000315,New potholes appeared after rain - Incident 314. Details: 871,Pothole,West Zone,2023-07-10 14:00:00,Low,Public Works,Resolved,
GR000316,Garbage not collected for days,Sanitation,Industrial Zone,2023-02-01 13:00:00,Low,Municipal Services,Open,
GR000317,Traffic noise intolerable at night,Noise Pollution,Industrial Zone,2023-05-20 07:00:00,High,Municipal Services,Open,38.0
GR000318,Street light not working for 3 weeks,Street Light,East Zone,2023-08-27 10:00:00,Medium,Police,Open,30.0
GR000319,Frequent power outages affecting business,Electricity,South District,2023-12-18 09:00:00,Low,Public Works,Open,21.0
GR000320,Waste accumulation causing health hazard - Incident 319. Details: 921,Sanitation,South District,2023-07-22 16:00:00,High,Public Works,Resolved,
GR000321,Sanitation workers absent for a week - Incident 320. Details: 576,Sanitation,North District,2023-10-12 23:00:00,Medium,Public Works,In Progress,
GR000322,Garbage not collected for days,Sanitation,South District,2023-04-24 04:00:00,High,Utilities,In Progress,42.0
GR000323,Dark road at night due to non-functional lights - Incident 322. Details: 802,Street Light,Downtown,2023-02-08 00:00:00,Low,Municipal Services,Resolved,9.0
GR000324,Street light not working for 3 weeks,Street Light,Suburb Area,2023-08-25 01:00:00,High,Utilities,Resolved,2.0
GR000325,Vehicles blocking entire street,Parking,Industrial Zone,2023-04-06 08:00:00,Medium,Municipal Services,Open,40.0
GR000326,Water pipeline burst causing shortage,Water Supply,Central City,2023-10-09 15:00:00,High,Police,In Progress,
GR000327,Low water pressure affecting households,Water Supply,Commercial Area,2023-10-06 00:00:00,Low,Police,In Progress,32.0
GR000328,Traffic noise intolerable at night,Noise Pollution,Downtown,2023-04-03 00:00:00,Medium,Municipal Services,Open,50.0
GR000329,Faulty electrical connection creating hazard,Electricity,North District,2023-10-27 07:00:00,High,Municipal Services,Open,
GR000330,No water supply for 5 days - Incident 329. Details: 501,Water Supply,Central City,2023-04-23 18:00:00,Low,Utilities,In Progress,55.0
GR000331,Waste accumulation causing health hazard,Sanitation,East Zone,2023-12-24 11:00:00,High,Public Works,Resolved,37.0
GR000332,Signal timing causes congestion - Incident 331. Details: 829,Traffic Light,East Zone,2023-09-10 17:00:00,Medium,Utilities,Open,
GR000333,Low water pressure affecting households,Water Supply,Downtown,2023-09-02 00:00:00,Medium,Municipal Services,Open,12.0
GR000334,Construction noise disturbing residents,Noise Pollution,North District,2023-12-27 04:00:00,Low,Police,Open,43.0
GR000335,Insufficient parking spaces in market,Parking,Downtown,2023-06-15 04:00:00,Low,Utilities,Resolved,42.0
GR000336,Traffic noise intolerable at night,Noise Pollution,East Zone,2023-10-29 05:00:00,Medium,Police,Open,
GR000337,New potholes appeared after rain - Incident 336. Details: 655,Pothole,Downtown,2023-10-18 01:00:00,High,Police,Resolved,
GR000338,No coordination between signals,Traffic Light,South District,2023-02-09 07:00:00,Medium,Police,Open,6.0
GR000339,Construction noise disturbing residents,Noise Pollution,Residential Area,2023-05-08 22:00:00,High,Police,Open,4.0
GR000340,Parking violation enforcement needed - Incident 339. Details: 261,Parking,Residential Area,2023-07-31 15:00:00,Medium,Utilities,In Progress,7.0
GR000341,Cracked asphalt creating hazard,Road Damage,Downtown,2023-02-07 01:00:00,High,Police,Open,7.0
GR000342,Multiple broken street lights on the avenue - Incident 341. Details: 301,Street Light,Suburb Area,2023-03-24 23:00:00,High,Public Works,In Progress,40.0
GR000343,Uneven road surface causing accidents - Incident 342. Details: 369,Road Damage,North District,2023-03-26 19:00:00,High,Utilities,Open,
GR000344,Loud music from nearby establishment,Noise Pollution,West Zone,2023-10-11 23:00:00,Low,Police,Resolved,
GR000345,No water supply for 5 days,Water Supply,South District,2023-10-09 15:00:00,High,Police,Open,19.0
GR000346,Signal timing causes congestion,Traffic Light,Residential Area,2023-04-16 05:00:00,Low,Public Works,In Progress,20.0
GR000347,Parking violation enforcement needed - Incident 346. Details: 962,Parking,Residential Area,2023-05-16 02:00:00,Medium,Utilities,Open,25.0
GR000348,Industrial noise exceeding permissible levels,Noise Pollution,East Zone,2023-08-14 14:00:00,Medium,Police,Resolved,
GR000349,Dark road at night due to non-functional lights - Incident 348. Details: 915,Street Light,South District,2023-07-31 18:00:00,Medium,Public Works,In Progress,27.0
GR000350,Stray dogs roaming streets dangerously,Community Safety,Residential Area,2023-02-10 12:00:00,High,Public Works,Resolved,34.0
GR000351,Signal timing causes congestion,Traffic Light,Downtown,2023-08-18 05:00:00,Low,Municipal Services,Open,9.0
GR000352,Deep pothole on Main Road causing accidents - Incident 351. Details: 370,Pothole,Industrial Zone,2023-08-11 06:00:00,High,Municipal Services,Resolved,
GR000353,Street lighting system failure in the area,Street Light,South District,2023-10-10 10:00:00,Low,Utilities,Open,40.0
GR000354,No coordination between signals,Traffic Light,Commercial Area,2023-03-18 04:00:00,Medium,Public Works,Open,7.0
GR000355,No electricity for one week - Incident 354. Details: 555,Electricity,Commercial Area,2023-05-16 12:00:00,Low,Utilities,Open,
GR000356,Parking violation enforcement needed,Parking,East Zone,2023-06-19 22:00:00,Medium,Municipal Services,Open,59.0
GR000357,Frequent power outages affecting business,Electricity,Suburb Area,2023-06-05 09:00:00,Medium,Utilities,Resolved,56.0
GR000358,Contaminated water from municipal supply - Incident 357. Details: 561,Water Supply,East Zone,2023-08-15 10:00:00,Medium,Utilities,Resolved,13.0
GR000359,Uneven road surface causing accidents - Incident 358. Details: 826,Road Damage,West Zone,2023-09-22 11:00:00,High,Public Works,Resolved,5.0
GR000360,Faulty electrical connection creating hazard,Electricity,Commercial Area,2023-09-26 18:00:00,High,Public Works,Open,
GR000361,Low water pressure affecting households,Water Supply,North District,2023-01-26 11:00:00,Low,Police,In Progress,33.0
GR000362,Insufficient parking spaces in market,Parking,South District,2023-09-08 19:00:00,Medium,Utilities,Resolved,23.0
GR000363,Garbage not collected for days,Sanitation,Central City,2023-07-17 01:00:00,High,Municipal Services,Open,44.0
GR000364,Water pipeline burst causing shortage,Water Supply,Central City,2023-12-16 00:00:00,Medium,Municipal Services,Resolved,
GR000365,Severe pothole damage on highway affecting commute,Pothole,West Zone,2023-06-06 22:00:00,High,Police,In Progress,55.0
GR000366,Traffic noise intolerable at night,Noise Pollution,Residential Area,2023-06-04 21:00:00,Medium,Utilities,Resolved,
GR000367,Inadequate police patrolling,Community Safety,Suburb Area,2023-02-25 15:00:00,High,Police,Resolved,18.0
GR000368,Electricity bill overcharged without reason,Electricity,Central City,2023-05-04 01:00:00,Low,Utilities,Resolved,9.0
GR000369,Severe pothole damage on highway affecting commute,Pothole,Residential Area,2023-08-03 12:00:00,High,Utilities,Resolved,
GR000370,Traffic light stuck on red - Incident 369. Details: 351,Traffic Light,West Zone,2023-04-24 21:00:00,Medium,Utilities,Resolved,20.0
GR000371,Waste accumulation causing health hazard,Sanitation,Commercial Area,2023-08-30 04:00:00,High,Police,Resolved,49.0
GR000372,Garbage not collected for days,Sanitation,Suburb Area,2023-04-25 23:00:00,Low,Utilities,In Progress,38.0
GR000373,Frequent power outages affecting business,Electricity,Residential Area,2023-11-21 18:00:00,Medium,Public Works,In Progress,33.0
GR000374,Dark road at night due to non-functional lights,Street Light,Industrial Zone,2023-03-19 04:00:00,Low,Police,In Progress,58.0
GR000375,Road subsidence near municipal area - Incident 374. Details: 801,Road Damage,East Zone,2023-04-03 02:00:00,Medium,Municipal Services,In Progress,1.0
GR000376,Cracked asphalt creating hazard - Incident 375. Details: 395,Road Damage,Central City,2023-03-28 18:00:00,High,Municipal Services,In Progress,50.0
GR000377,Street lighting system failure in the area,Street Light,East Zone,2023-07-26 13:00:00,Low,Utilities,Open,
GR000378,No water supply for 5 days - Incident 377. Details: 824,Water Supply,Suburb Area,2023-09-29 06:00:00,High,Public Works,Resolved,15.0
GR000379,Loud music from nearby establishment,Noise Pollution,Central City,2023-09-15 18:00:00,Medium,Public Works,Open,
GR000380,No electricity for one week,Electricity,Residential Area,2023-12-18 04:00:00,Medium,Utilities,In Progress,11.0
GR000381,Vehicles blocking entire street,Parking,North District,2023-03-09 06:00:00,Low,Municipal Services,Open,42.0
GR000382,Severe pothole damage on highway affecting commute - Incident 381. Details: 819,Pothole,Industrial Zone,2023-11-16 01:00:00,High,Public Works,Resolved,
GR000383,Deep pothole on Main Road causing accidents,Pothole,North District,2023-07-14 03:00:00,High,Police,In Progress,14.0
GR000384,New potholes appeared after rain,Pothole,Central City,2023-12-06 16:00:00,Medium,Municipal Services,In Progress,7.0
GR000385,Frequent theft in the area,Community Safety,Downtown,2023-02-24 15:00:00,High,Municipal Services,In Progress,13.0
GR000386,Traffic noise intolerable at night,Noise Pollution,Industrial Zone,2023-10-08 15:00:00,Low,Utilities,In Progress,
GR000387,Deep pothole on Main Road causing accidents - Incident 386. Details: 848,Pothole,South District,2023-12-09 15:00:00,High,Municipal Services,Open,5.0
GR000388,Multiple broken street lights on the avenue,Street Light,Central City,2023-06-01 08:00:00,Medium,Public Works,Open,55.0
GR000389,No electricity for one week,Electricity,Suburb Area,2023-03-01 03:00:00,Low,Public Works,Open,43.0
GR000390,Dirty streets need immediate cleaning - Incident 389. Details: 437,Sanitation,Suburb Area,2023-11-15 08:00:00,Low,Public Works,In Progress,12.0
GR000391,Street lighting system failure in the area - Incident 390. Details: 978,Street Light,Industrial Zone,2023-05-20 12:00:00,Low,Utilities,In Progress,52.0
GR000392,Waste accumulation causing health hazard,Sanitation,South District,2023-01-31 05:00:00,High,Public Works,In Progress,31.0
GR000393,Signal timing causes congestion,Traffic Light,Residential Area,2023-07-03 19:00:00,High,Municipal Services,In Progress,8.0
GR000394,Insufficient parking spaces in market,Parking,Residential Area,2023-12-02 10:00:00,High,Municipal Services,Resolved,34.0
GR000395,Frequent theft in the area,Community Safety,Downtown,2023-05-08 15:00:00,Medium,Utilities,Open,36.0
GR000396,Traffic light not functioning properly,Traffic Light,North District,2023-03-22 16:00:00,Low,Utilities,Open,
GR000397,Cracked asphalt creating hazard,Road Damage,Suburb Area,2023-05-23 01:00:00,High,Municipal Services,Resolved,26.0
GR000398,Water pipeline burst causing shortage,Water Supply,South District,2023-10-21 14:00:00,High,Utilities,In Progress,32.0
GR000399,New potholes appeared after rain,Pothole,South District,2023-10-13 17:00:00,High,Public Works,Resolved,41.0
GR000400,Electricity bill overcharged without reason,Electricity,Commercial Area,2023-08-22 10:00:00,Medium,Public Works,Open,22.0
GR000401,Street crime increasing daily - Incident 400. Details: 152,Community Safety,Downtown,2023-07-06 22:00:00,Medium,Public Works,Resolved,
GR000402,Traffic noise intolerable at night,Noise Pollution,Suburb Area,2023-07-11 22:00:00,High,Municipal Services,In Progress,
GR000403,No designated parking area created,Parking,South District,2023-04-07 03:00:00,Low,Utilities,Open,51.0
GR000404,No water supply for 5 days - Incident 403. Details: 891,Water Supply,Suburb Area,2023-01-24 20:00:00,Low,Public Works,In Progress,38.0
GR000405,Street crime increasing daily,Community Safety,East Zone,2023-01-25 17:00:00,Low,Utilities,Resolved,59.0
GR000406,Waste accumulation causing health hazard - Incident 405. Details: 316,Sanitation,Downtown,2023-03-07 03:00:00,High,Utilities,Resolved,57.0
GR000407,Industrial noise exceeding permissible levels,Noise Pollution,Commercial Area,2023-11-08 22:00:00,Low,Police,In Progress,19.0
GR000408,Cracked asphalt creating hazard,Road Damage,East Zone,2023-12-25 23:00:00,High,Police,Resolved,21.0
GR000409,Stray dogs roaming streets dangerously,Community Safety,West Zone,2024-01-01 09:00:00,High,Police,Resolved,
GR000410,Dirty streets need immediate cleaning - Incident 409. Details: 863,Sanitation,Commercial Area,2023-06-30 17:00:00,Medium,Utilities,Resolved,54.0
GR000411,Street crime increasing daily - Incident 410. Details: 287,Community Safety,Central City,2023-09-25 03:00:00,High,Municipal Services,Open,13.0
GR000412,No electricity for one week,Electricity,East Zone,2023-03-16 01:00:00,Low,Police,Open,3.0
GR000413,Construction noise disturbing residents,Noise Pollution,Residential Area,2023-12-12 23:00:00,Medium,Municipal Services,Resolved,25.0
GR000414,Contaminated water from municipal supply,Water Supply,Commercial Area,2023-01-25 12:00:00,Medium,Police,Resolved,
GR000415,Faulty electrical connection creating hazard - Incident 414. Details: 479,Electricity,West Zone,2023-11-21 22:00:00,High,Police,Resolved,39.0
GR000416,Contaminated water from municipal supply,Water Supply,West Zone,2023-12-16 02:00:00,High,Municipal Services,Resolved,25.0
GR000417,Severe pothole damage on highway affecting commute,Pothole,Industrial Zone,2023-03-08 05:00:00,High,Police,Open,46.0
GR000418,Waste accumulation causing health hazard - Incident 417. Details: 592,Sanitation,North District,2023-11-02 01:00:00,High,Police,In Progress,36.0
GR000419,Traffic noise intolerable at night,Noise Pollution,South District,2023-04-05 16:00:00,High,Municipal Services,In Progress,26.0
GR000420,Multiple broken street lights on the avenue - Incident 419. Details: 140,Street Light,Suburb Area,2023-12-06 10:00:00,Medium,Police,Open,40.0
GR000421,Frequent theft in the area,Community Safety,Residential Area,2023-06-27 14:00:00,Medium,Municipal Services,Open,21.0
GR000422,Parking violation enforcement needed,Parking,South District,2023-05-25 00:00:00,Medium,Police,Resolved,29.0
GR000423,Road subsidence near municipal area - Incident 422. Details: 256,Road Damage,North District,2023-04-09 10:00:00,Medium,Public Works,Open,50.0
GR000424,Frequent theft in the area,Community Safety,Commercial Area,2023-04-18 21:00:00,Low,Municipal Services,Resolved,7.0
GR000425,Water pipeline burst causing shortage,Water Supply,Commercial Area,2023-02-06 23:00:00,Low,Public Works,In Progress,3.0
GR000426,Street light not working for 3 weeks,Street Light,South District,2023-05-09 17:00:00,High,Municipal Services,In Progress,29.0
GR000427,No designated parking area created,Parking,Industrial Zone,2023-12-11 03:00:00,Medium,Public Works,Resolved,45.0
GR000428,Street light not working for 3 weeks,Street Light,Suburb Area,2023-12-18 09:00:00,Low,Police,In Progress,53.0
GR000429,Multiple potholes near the market making driving dangerous,Pothole,Residential Area,2023-03-11 23:00:00,High,Utilities,Resolved,
GR000430,Dirty streets need immediate cleaning - Incident 429. Details: 114,Sanitation,Central City,2023-01-06 17:00:00,Low,Municipal Services,Open,
GR000431,No coordination between signals,Traffic Light,Downtown,2023-02-13 09:00:00,Medium,Police,Open,42.0
GR000432,Stray dogs roaming streets dangerously,Community Safety,East Zone,2023-11-12 08:00:00,High,Municipal Services,Open,
GR000433,No coordination between signals,Traffic Light,North District,2023-02-07 09:00:00,Low,Police,Open,
GR000434,Traffic light stuck on red,Traffic Light,Residential Area,2023-12-10 20:00:00,Medium,Police,Resolved,
GR000435,Water pipeline burst causing shortage,Water Supply,Suburb Area,2023-11-12 21:00:00,Medium,Municipal Services,Resolved,52.0
GR000436,Loud music from nearby establishment,Noise Pollution,Industrial Zone,2023-05-07 07:00:00,Low,Utilities,In Progress,9.0
GR000437,Industrial noise exceeding permissible levels,Noise Pollution,Residential Area,2023-06-06 15:00:00,Medium,Municipal Services,Resolved,54.0
GR000438,Electricity bill overcharged without reason,Electricity,East Zone,2023-11-17 02:00:00,Low,Public Works,Resolved,53.0
GR000439,No coordination between signals - Incident 438. Details: 912,Traffic Light,Downtown,2023-04-19 01:00:00,Medium,Utilities,Resolved,24.0
GR000440,No designated parking area created,Parking,West Zone,2023-09-14 16:00:00,High,Police,Resolved,
GR000441,Low water pressure affecting households - Incident 440. Details: 164,Water Supply,Downtown,2023-03-13 14:00:00,High,Municipal Services,Resolved,23.0
GR000442,New potholes appeared after rain,Pothole,West Zone,2023-05-16 11:00:00,Medium,Municipal Services,Resolved,24.0
GR000443,Parking violation enforcement needed - Incident 442. Details: 956,Parking,Residential Area,2023-01-21 20:00:00,Medium,Police,Open,34.0
GR000444,Electricity bill overcharged without reason,Electricity,Central City,2023-07-13 11:00:00,Medium,Public Works,Resolved,
GR000445,Water pipeline burst causing shortage,Water Supply,Commercial Area,2023-06-26 15:00:00,Low,Public Works,Resolved,29.0
GR000446,Garbage not collected for days,Sanitation,West Zone,2023-05-24 06:00:00,High,Municipal Services,In Progress,53.0
GR000447,Street lighting system failure in the area - Incident 446. Details: 938,Street Light,West Zone,2023-02-28 15:00:00,Low,Utilities,Open,42.0
GR000448,Vehicles blocking entire street,Parking,North District,2023-10-21 18:00:00,High,Public Works,Resolved,
GR000449,Waste accumulation causing health hazard,Sanitation,Central City,2023-07-27 19:00:00,High,Public Works,Resolved,53.0
GR000450,Electricity bill overcharged without reason,Electricity,South District,2023-08-30 15:00:00,High,Utilities,Resolved,
GR000451,Traffic light stuck on red,Traffic Light,East Zone,2023-12-18 10:00:00,Low,Public Works,Open,9.0
GR000452,Multiple broken street lights on the avenue,Street Light,North District,2023-09-16 21:00:00,Medium,Municipal Services,Resolved,
GR000453,Entire road surface needs repair - Incident 452. Details: 620,Road Damage,Downtown,2023-09-30 16:00:00,Medium,Public Works,Open,9.0
GR000454,Traffic light not functioning properly - Incident 453. Details: 443,Traffic Light,Commercial Area,2023-12-14 20:00:00,Medium,Utilities,In Progress,45.0
GR000455,Stray dogs roaming streets dangerously - Incident 454. Details: 228,Community Safety,Industrial Zone,2023-09-04 12:00:00,High,Police,Resolved,59.0
GR000456,No coordination between signals,Traffic Light,South District,2023-09-02 07:00:00,Low,Public Works,In Progress,35.0
GR000457,Vehicles blocking entire street,Parking,Central City,2023-01-04 18:00:00,Medium,Public Works,In Progress,45.0
GR000458,Traffic noise intolerable at night,Noise Pollution,Industrial Zone,2023-08-07 20:00:00,Medium,Police,Resolved,24.0
GR000459,No coordination between signals - Incident 458. Details: 747,Traffic Light,Central City,2023-07-31 17:00:00,Low,Utilities,Open,36.0
GR000460,Road subsidence near municipal area,Road Damage,Central City,2023-12-28 12:00:00,Low,Public Works,Resolved,
